ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1681490	0.9493	5.88e-01	0.5586691	-5.89117	0.04911371	ZNF568	zinc finger protein 568
ILMN_1886036	0.9493	5.88e-01	-0.5586344	-5.89119	-0.04561399	MRGBP	MRG/MORF4L binding protein
ILMN_1730432	0.9494	5.88e-01	0.5585187	-5.89126	0.08512145	IGSF8	immunoglobulin superfamily member 8
ILMN_1723300	0.9494	5.88e-01	0.5584842	-5.89128	0.04885699		
ILMN_1697141	0.9494	5.88e-01	0.5584835	-5.89128	0.04738114	TAS1R2	taste 1 receptor member 2
ILMN_1779648	0.9494	5.88e-01	0.5584807	-5.89128	0.05394271	HIST3H2A	histone cluster 3, H2a
ILMN_1742097	0.9494	5.88e-01	0.5584598	-5.89129	0.04964318		
ILMN_1682225	0.9494	5.88e-01	-0.5583962	-5.89133	-0.05706984		
ILMN_1904069	0.9495	5.88e-01	0.5582424	-5.89141	0.05593269		
ILMN_1696228	0.9495	5.88e-01	0.5582402	-5.89141	0.05104107	AIM1L	absent in melanoma 1-like
ILMN_1711009	0.9495	5.88e-01	0.5581516	-5.89146	0.04962006	ISLR	immunoglobulin superfamily containing leucine rich repeat
ILMN_1709370	0.9495	5.88e-01	-0.558115	-5.89148	-0.05476866		
ILMN_1888644	0.9495	5.89e-01	0.558067	-5.89151	0.05185251		
ILMN_1916999	0.9495	5.89e-01	-0.5580199	-5.89154	-0.06451753		
ILMN_1734922	0.9495	5.89e-01	-0.5579117	-5.8916	-0.04431606		
ILMN_1774826	0.9495	5.89e-01	0.5579093	-5.8916	0.07003599	FXN	frataxin
ILMN_1698363	0.9495	5.89e-01	-0.5579055	-5.8916	-0.05884354	C15orf53	chromosome 15 open reading frame 53
ILMN_2396198	0.9495	5.89e-01	0.5578717	-5.89162	0.05424125	APLP1	amyloid beta precursor like protein 1
ILMN_1741755	0.9495	5.89e-01	0.5578536	-5.89163	0.06548415	TRIM29	tripartite motif containing 29
ILMN_2372773	0.9495	5.89e-01	-0.5577925	-5.89166	-0.0519905	TANK	TRAF family member associated NFKB activator
ILMN_1734076	0.9495	5.89e-01	-0.5577482	-5.89169	-0.04618464	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1
ILMN_1779185	0.9495	5.89e-01	-0.5577368	-5.89169	-0.05514356	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
ILMN_1768960	0.9495	5.89e-01	-0.557727	-5.8917	-0.05623496	ATG4A	autophagy related 4A cysteine peptidase
ILMN_1878065	0.9495	5.89e-01	-0.5577249	-5.8917	-0.04880421		
ILMN_1887892	0.9495	5.89e-01	0.5577146	-5.89171	0.05718835		
ILMN_1867165	0.9495	5.89e-01	-0.5576938	-5.89172	-0.05088771		
ILMN_1672114	0.9495	5.89e-01	-0.5576233	-5.89176	-0.0494503	TNFRSF10C	TNF receptor superfamily member 10c
ILMN_1767475	0.9495	5.89e-01	0.5576171	-5.89176	0.06283787	CERK	ceramide kinase
ILMN_1741131	0.9495	5.89e-01	-0.5576114	-5.89177	-0.07319558	CHRNB1	cholinergic receptor nicotinic beta 1 subunit
ILMN_1734794	0.9495	5.89e-01	-0.5575861	-5.89178	-0.0583184	AKAP4	A-kinase anchoring protein 4
ILMN_1671992	0.9495	5.89e-01	0.5575528	-5.8918	0.1279165		
ILMN_1766356	0.9495	5.89e-01	0.5575471	-5.8918	0.04862288	NKX2-4	NK2 homeobox 4
ILMN_1872287	0.9495	5.89e-01	-0.5575226	-5.89181	-0.05327487		
ILMN_1695395	0.9495	5.89e-01	-0.55749	-5.89183	-0.04520521		
ILMN_1704245	0.9495	5.89e-01	-0.557482	-5.89184	-0.04419934	MYO18B	myosin XVIIIB
ILMN_1752455	0.9495	5.89e-01	-0.5574636	-5.89185	-0.05013174	DOCK5	dedicator of cytokinesis 5
ILMN_1833831	0.9495	5.89e-01	0.5574292	-5.89187	0.06396205	LOC100288798	uncharacterized LOC100288798
ILMN_1730906	0.9496	5.89e-01	-0.5573463	-5.89191	-0.14812521	FILIP1L	filamin A interacting protein 1 like
ILMN_1680051	0.9496	5.89e-01	0.5573261	-5.89192	0.05394164		
ILMN_1898312	0.9496	5.89e-01	0.5572699	-5.89196	0.0680861		
ILMN_1660611	0.9496	5.89e-01	0.5572574	-5.89196	0.04868072	PATZ1	POZ/BTB and AT hook containing zinc finger 1
ILMN_1716300	0.9496	5.89e-01	-0.55722	-5.89198	-0.0560294	CDH7	cadherin 7
ILMN_1686531	0.9496	5.89e-01	-0.5571322	-5.89203	-0.05003268		
ILMN_1867415	0.9496	5.89e-01	-0.5571185	-5.89204	-0.05186065		
ILMN_1789773	0.9496	5.89e-01	-0.5570805	-5.89206	-0.04501489		
ILMN_1890404	0.9496	5.89e-01	-0.5569701	-5.89212	-0.04936934		
ILMN_1712523	0.9496	5.89e-01	-0.5569074	-5.89216	-0.05353574	MAP6	microtubule associated protein 6
ILMN_1828161	0.9496	5.89e-01	-0.5568847	-5.89217	-0.05128133		
ILMN_2225061	0.9496	5.89e-01	0.5568587	-5.89219	0.05020077	TRIM71	tripartite motif containing 71
ILMN_1907276	0.9496	5.89e-01	0.5568552	-5.89219	0.05111799		
ILMN_1861824	0.9496	5.89e-01	-0.5568074	-5.89222	-0.04794589		
ILMN_2157141	0.9496	5.89e-01	0.5567958	-5.89222	0.07983167	OR2A42	olfactory receptor family 2 subfamily A member 42
ILMN_1744432	0.9496	5.89e-01	-0.55679	-5.89222	-0.04502114	COX8C	cytochrome c oxidase subunit 8C
ILMN_1883449	0.9496	5.89e-01	0.556766	-5.89224	0.05569371		
ILMN_2211479	0.9496	5.89e-01	-0.5566967	-5.89228	-0.0532975	MAEL	maelstrom spermatogenic transposon silencer
ILMN_1793351	0.9496	5.89e-01	0.5566877	-5.89228	0.04653691		
ILMN_2058327	0.9496	5.89e-01	-0.5566224	-5.89232	-0.04990279		
ILMN_1872973	0.9496	5.89e-01	-0.5566051	-5.89233	-0.05613389		
ILMN_1735367	0.9496	5.90e-01	-0.5565812	-5.89234	-0.07491492	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
ILMN_2171396	0.9496	5.90e-01	0.5565588	-5.89235	0.05684464		
ILMN_1910366	0.9496	5.90e-01	-0.5565457	-5.89236	-0.04799526	LOC101929625	uncharacterized LOC101929625
ILMN_1719826	0.9496	5.90e-01	0.5565375	-5.89237	0.05177683		
ILMN_2246563	0.9496	5.90e-01	0.5565362	-5.89237	0.05455659	COL8A1	collagen type VIII alpha 1 chain
ILMN_1846306	0.9496	5.90e-01	0.5565327	-5.89237	0.06222841	LOC105379362	uncharacterized LOC105379362
ILMN_1672174	0.9497	5.90e-01	0.5563957	-5.89245	0.07048322	ECE1	endothelin converting enzyme 1
ILMN_1769144	0.9497	5.90e-01	0.5563822	-5.89245	0.04687637	YIPF7	Yip1 domain family member 7
ILMN_1781700	0.9497	5.90e-01	0.5563687	-5.89246	0.07883776	IL18R1	interleukin 18 receptor 1
ILMN_1794539	0.9497	5.90e-01	-0.5563176	-5.89249	-0.07891869	KIF11	kinesin family member 11
ILMN_1657686	0.9497	5.90e-01	-0.5562034	-5.89255	-0.04383498		
ILMN_2059211	0.9497	5.90e-01	0.5562017	-5.89255	0.07682002	TMEM94	transmembrane protein 94
ILMN_1729450	0.9497	5.90e-01	-0.5561606	-5.89258	-0.04603974	C16orf62	chromosome 16 open reading frame 62
ILMN_1859776	0.9497	5.90e-01	0.5560815	-5.89262	0.05547409		
ILMN_1727466	0.9497	5.90e-01	-0.5560657	-5.89263	-0.05633586	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4
ILMN_1888925	0.9497	5.90e-01	-0.5560464	-5.89264	-0.05117339		
ILMN_1733156	0.9497	5.90e-01	-0.5560367	-5.89265	-0.0470604		
ILMN_1829011	0.9497	5.90e-01	0.5559862	-5.89267	0.05364144		
ILMN_1798588	0.9497	5.90e-01	-0.5559852	-5.89267	-0.07422068	HLTF	helicase like transcription factor
ILMN_2100693	0.9497	5.90e-01	-0.5559429	-5.8927	-0.08763596	MAP2K4	mitogen-activated protein kinase kinase 4
ILMN_1873464	0.9497	5.90e-01	0.5559294	-5.89271	0.04910097		
ILMN_1669174	0.9497	5.90e-01	0.55592	-5.89271	0.05033046	IL4	interleukin 4
ILMN_1737574	0.9497	5.90e-01	-0.5558866	-5.89273	-0.05991118		
ILMN_1798612	0.9497	5.90e-01	0.5558839	-5.89273	0.05221675	SNX20	sorting nexin 20
ILMN_1697189	0.9497	5.90e-01	0.5558172	-5.89277	0.09965873	PNCK	pregnancy up-regulated nonubiquitous CaM kinase
ILMN_1863162	0.9497	5.90e-01	0.5558022	-5.89278	0.0442204		
ILMN_1702835	0.9497	5.90e-01	-0.5557973	-5.89278	-0.07256606	SH3BGRL	SH3 domain binding glutamate rich protein like
ILMN_2054461	0.9497	5.90e-01	-0.5557644	-5.8928	-0.0579047	ZCWPW2	zinc finger CW-type and PWWP domain containing 2
ILMN_1798181	0.9497	5.90e-01	-0.55576	-5.8928	-0.06317121	IRF7	interferon regulatory factor 7
ILMN_1719433	0.9497	5.90e-01	-0.5557362	-5.89281	-0.072021	CD1D	CD1d molecule
ILMN_1651330	0.9497	5.90e-01	-0.5557357	-5.89281	-0.04605478		
ILMN_2167915	0.9497	5.90e-01	-0.5556337	-5.89287	-0.05295295	DSEL	dermatan sulfate epimerase-like
ILMN_2322768	0.9497	5.90e-01	-0.5556215	-5.89288	-0.04901578	CSF3	colony stimulating factor 3
ILMN_2284941	0.9497	5.90e-01	-0.5556094	-5.89288	-0.0531816	ABCF2	ATP binding cassette subfamily F member 2
ILMN_2062112	0.9497	5.90e-01	-0.555586	-5.8929	-0.06174206	ZC3H15	zinc finger CCCH-type containing 15
ILMN_1745784	0.9497	5.90e-01	0.5555772	-5.8929	0.07675368	ZNF324	zinc finger protein 324
ILMN_1708143	0.9497	5.90e-01	0.5555491	-5.89292	0.08163907	FAM127A	family with sequence similarity 127 member A
ILMN_2086890	0.9497	5.90e-01	-0.5555229	-5.89293	-0.04697668	ANGPT1	angiopoietin 1
ILMN_2054725	0.9497	5.90e-01	-0.5554582	-5.89297	-0.06627049	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
ILMN_1717265	0.9497	5.90e-01	0.5553965	-5.893	0.05581982		
ILMN_1673982	0.9497	5.90e-01	0.5553587	-5.89302	0.04706024	C11orf40	chromosome 11 open reading frame 40
ILMN_2171789	0.9497	5.90e-01	0.5553188	-5.89305	0.06047126	TRAF1	TNF receptor associated factor 1
ILMN_1864194	0.9497	5.90e-01	0.5552252	-5.8931	0.05593852		
ILMN_1905521	0.9497	5.90e-01	-0.5552235	-5.8931	-0.05667513		
ILMN_2081344	0.9497	5.90e-01	0.5552074	-5.89311	0.04970857		
ILMN_1901720	0.9497	5.90e-01	-0.5552017	-5.89311	-0.04689021		
ILMN_2115011	0.9497	5.90e-01	-0.5551794	-5.89312	-0.0553699	FGD2	FYVE, RhoGEF and PH domain containing 2
ILMN_1882463	0.9497	5.90e-01	-0.5551784	-5.89312	-0.0716875		
ILMN_2134855	0.9498	5.90e-01	0.5551038	-5.89317	0.06223906	PIN4P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1
ILMN_1803197	0.9498	5.91e-01	-0.5549396	-5.89326	-0.04736411	RAB3IP	RAB3A interacting protein
ILMN_1838351	0.9498	5.91e-01	0.5549081	-5.89328	0.04815038	CTNNA3	catenin alpha 3
ILMN_2121555	0.9498	5.91e-01	-0.5548788	-5.89329	-0.06223582	FBXO5	F-box protein 5
ILMN_1661188	0.9498	5.91e-01	-0.5548117	-5.89333	-0.04689273	HIPK1	homeodomain interacting protein kinase 1
ILMN_1726924	0.9498	5.91e-01	0.5547997	-5.89334	0.04442619	SYNGR4	synaptogyrin 4
ILMN_1655497	0.9498	5.91e-01	-0.5547644	-5.89336	-0.06832371	EIF4B	eukaryotic translation initiation factor 4B
ILMN_1867116	0.9498	5.91e-01	0.55475	-5.89336	0.04758102		
ILMN_2390586	0.9498	5.91e-01	-0.5547133	-5.89338	-0.05461187	SP100	SP100 nuclear antigen
ILMN_1745688	0.9498	5.91e-01	0.5546768	-5.8934	0.04841613	HPD	4-hydroxyphenylpyruvate dioxygenase
ILMN_1811799	0.9498	5.91e-01	-0.5546698	-5.89341	-0.05617905	TAS2R10	taste 2 receptor member 10
ILMN_1854617	0.9498	5.91e-01	-0.5546407	-5.89342	-0.04860935		
ILMN_1775570	0.9498	5.91e-01	0.5546278	-5.89343	0.05830129	FLJ44635	TPT1-like protein
ILMN_1655909	0.9498	5.91e-01	0.5545942	-5.89345	0.05306826		
ILMN_1682323	0.9498	5.91e-01	0.5544775	-5.89352	0.07763193	DDX51	DEAD-box helicase 51
ILMN_1860804	0.9498	5.91e-01	0.5544651	-5.89352	0.05127823		
ILMN_1681569	0.9498	5.91e-01	0.554404	-5.89356	0.06410169		
ILMN_1770548	0.9498	5.91e-01	0.5543614	-5.89358	0.07562953	CLASP2	cytoplasmic linker associated protein 2
ILMN_1887994	0.9498	5.91e-01	-0.5543167	-5.89361	-0.05988694		
ILMN_1798146	0.9498	5.91e-01	0.5542948	-5.89362	0.05680198		
ILMN_1912282	0.9498	5.91e-01	0.5541904	-5.89368	0.04679068		
ILMN_1770911	0.9498	5.91e-01	0.5541745	-5.89368	0.05001026	NRSN2	neurensin 2
ILMN_2319664	0.9498	5.91e-01	0.5541709	-5.89369	0.05113609	NOX1	NADPH oxidase 1
ILMN_2311497	0.9498	5.91e-01	0.5541394	-5.8937	0.04970723	RCC1	regulator of chromosome condensation 1
ILMN_1909542	0.9498	5.91e-01	-0.554059	-5.89375	-0.05486232		
ILMN_1914404	0.9498	5.91e-01	-0.5540522	-5.89375	-0.04739966		
ILMN_1814820	0.9498	5.91e-01	-0.5540439	-5.89376	-0.08564729	DTYMK	deoxythymidylate kinase
ILMN_1779109	0.9498	5.91e-01	0.5539719	-5.8938	0.05141814	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
ILMN_1898985	0.9498	5.91e-01	0.5538861	-5.89384	0.04822984		
ILMN_1676490	0.9498	5.91e-01	-0.5538632	-5.89386	-0.04438513	MIP	major intrinsic protein of lens fiber
ILMN_2282282	0.9498	5.91e-01	-0.5538465	-5.89387	-0.0566863	MLH3	mutL homolog 3
ILMN_1718877	0.9498	5.91e-01	-0.5538447	-5.89387	-0.06053899	FSHB	follicle stimulating hormone beta subunit
ILMN_1686637	0.9498	5.91e-01	0.5538118	-5.89389	0.05170735	RBMXL3	RNA binding motif protein, X-linked like 3
ILMN_1752867	0.9498	5.91e-01	0.5536698	-5.89397	0.05600439	TAS2R5	taste 2 receptor member 5
ILMN_1706186	0.9498	5.91e-01	-0.5536619	-5.89397	-0.06729515	PIANP	PILR alpha associated neural protein
ILMN_2221063	0.9498	5.91e-01	0.5536483	-5.89398	0.04986574		
ILMN_2083595	0.9498	5.91e-01	-0.5535908	-5.89401	-0.06279015		
ILMN_1791884	0.9498	5.91e-01	0.5535685	-5.89402	0.05543978	SNHG11	small nucleolar RNA host gene 11
ILMN_1915199	0.9498	5.91e-01	0.5535658	-5.89402	0.05328217	SPATA13-AS1	SPATA13 antisense RNA 1
ILMN_1901057	0.9498	5.92e-01	-0.5535502	-5.89403	-0.04614724		
ILMN_1916568	0.9498	5.92e-01	0.5535356	-5.89404	0.04493872	FRMPD4	FERM and PDZ domain containing 4
ILMN_1868258	0.9498	5.92e-01	-0.5535124	-5.89405	-0.04816894		
ILMN_1715242	0.9498	5.92e-01	0.5534886	-5.89407	0.05667114	NBPF1	neuroblastoma breakpoint family member 1
ILMN_1889460	0.9498	5.92e-01	-0.5534462	-5.89409	-0.04546598		
ILMN_1702501	0.9498	5.92e-01	0.5533983	-5.89412	0.06694384	RPS6KA2	ribosomal protein S6 kinase A2
ILMN_2056087	0.9498	5.92e-01	-0.5533701	-5.89413	-0.05098296	IGF1	insulin like growth factor 1
ILMN_1695036	0.9498	5.92e-01	-0.5533667	-5.89413	-0.05466449	TPPP3	tubulin polymerization promoting protein family member 3
ILMN_1666109	0.9498	5.92e-01	0.5533544	-5.89414	0.06070692	MB	myoglobin
ILMN_1699254	0.9498	5.92e-01	0.5533477	-5.89414	0.06995147	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1
ILMN_1709479	0.9498	5.92e-01	-0.5533227	-5.89416	-0.07327988	YAP1	Yes associated protein 1
ILMN_1899637	0.9498	5.92e-01	0.5533204	-5.89416	0.04763819		
ILMN_1897629	0.9498	5.92e-01	0.5532756	-5.89418	0.04572536		
ILMN_2160476	0.9498	5.92e-01	0.5532285	-5.89421	0.05107737	CCL22	C-C motif chemokine ligand 22
ILMN_1798992	0.9498	5.92e-01	0.5532141	-5.89422	0.04890247	MYL3	myosin light chain 3
ILMN_1670681	0.9498	5.92e-01	-0.5532031	-5.89422	-0.04784467	PHOX2A	paired like homeobox 2a
ILMN_1746659	0.9498	5.92e-01	0.5532017	-5.89423	0.07530931		
ILMN_1884132	0.9498	5.92e-01	0.5531913	-5.89423	0.04519973	BMS1	BMS1, ribosome biogenesis factor
ILMN_1823597	0.9498	5.92e-01	0.5531687	-5.89424	0.04809811		
ILMN_1731178	0.9498	5.92e-01	0.55314	-5.89426	0.05789887		
ILMN_2094166	0.9498	5.92e-01	-0.5531359	-5.89426	-0.0609283	CHMP5	charged multivesicular body protein 5
ILMN_1850546	0.9498	5.92e-01	-0.5531163	-5.89427	-0.04751671		
ILMN_1869739	0.9498	5.92e-01	-0.5530981	-5.89428	-0.04872137		
ILMN_1751072	0.9498	5.92e-01	-0.5530977	-5.89428	-0.04631331	SRPRB	SRP receptor beta subunit
ILMN_1904205	0.9498	5.92e-01	0.5530423	-5.89431	0.04979371		
ILMN_1838708	0.9498	5.92e-01	0.5530054	-5.89433	0.05354451		
ILMN_1659079	0.9498	5.92e-01	0.5529646	-5.89436	0.04649741	SIMC1	SUMO interacting motifs containing 1
ILMN_1813352	0.9498	5.92e-01	-0.5529339	-5.89437	-0.04884505	CDH7	cadherin 7
ILMN_1870562	0.9498	5.92e-01	0.5529267	-5.89438	0.05210404		
ILMN_1794879	0.9498	5.92e-01	-0.5529143	-5.89439	-0.0598766	KRTAP10-9	keratin associated protein 10-9
ILMN_1768365	0.9498	5.92e-01	-0.5528346	-5.89443	-0.0500396	TRIM64	tripartite motif containing 64
ILMN_1744949	0.9498	5.92e-01	0.5528096	-5.89444	0.08438168	RHOBTB3	Rho related BTB domain containing 3
ILMN_1789148	0.9498	5.92e-01	-0.552809	-5.89444	-0.04913164		
ILMN_1652277	0.9498	5.92e-01	-0.5527637	-5.89447	-0.04719001	SECTM1	secreted and transmembrane 1
ILMN_2050761	0.9498	5.92e-01	-0.552751	-5.89448	-0.06386881	EIF4E	eukaryotic translation initiation factor 4E
ILMN_1689651	0.9498	5.92e-01	-0.5527413	-5.89448	-0.06203913	KIAA1755	KIAA1755
ILMN_1893235	0.9498	5.92e-01	0.5526795	-5.89452	0.05151521		
ILMN_1915215	0.9498	5.92e-01	0.5526535	-5.89453	0.04829463		
ILMN_2326262	0.9498	5.92e-01	-0.5526294	-5.89454	-0.06147504	SORBS1	sorbin and SH3 domain containing 1
ILMN_1904451	0.9498	5.92e-01	0.5526187	-5.89455	0.0456581		
ILMN_1688580	0.9498	5.92e-01	-0.5525718	-5.89458	-0.05513002	CAMP	cathelicidin antimicrobial peptide
ILMN_1860497	0.9498	5.92e-01	-0.5525649	-5.89458	-0.04587307		
ILMN_1774493	0.9498	5.92e-01	-0.5525578	-5.89458	-0.04904858	KLC2	kinesin light chain 2
ILMN_2396801	0.9498	5.92e-01	0.5525505	-5.89459	0.04502777		
ILMN_1860968	0.9498	5.92e-01	-0.5525458	-5.89459	-0.05615821		
ILMN_1912662	0.9498	5.92e-01	0.5525166	-5.89461	0.11058057		
ILMN_2396786	0.9498	5.92e-01	-0.5524588	-5.89464	-0.05518307	ZNF266	zinc finger protein 266
ILMN_1887081	0.9498	5.92e-01	-0.5524417	-5.89465	-0.05336428		
ILMN_1678714	0.9498	5.92e-01	0.5524363	-5.89465	0.05397117	CDHR4	cadherin related family member 4
ILMN_1854813	0.9498	5.92e-01	-0.5524092	-5.89467	-0.05809338		
ILMN_1905436	0.9498	5.92e-01	-0.5523923	-5.89468	-0.05236407		
ILMN_1911819	0.9498	5.92e-01	-0.5523872	-5.89468	-0.04810114		
ILMN_1902433	0.9499	5.92e-01	0.5522706	-5.89474	0.04697946		
ILMN_1732776	0.95	5.92e-01	0.5521255	-5.89482	0.0855785	NUP98	nucleoporin 98
ILMN_1875098	0.95	5.92e-01	-0.5520527	-5.89486	-0.04997049		
ILMN_1750893	0.95	5.93e-01	0.5520455	-5.89487	0.05140956		
ILMN_1850711	0.95	5.93e-01	-0.5520446	-5.89487	-0.05776487		
ILMN_1770623	0.95	5.93e-01	-0.5520168	-5.89488	-0.05290462	FAM58A	family with sequence similarity 58 member A
ILMN_2195060	0.95	5.93e-01	0.5519748	-5.89491	0.05719492	OR8K5	olfactory receptor family 8 subfamily K member 5
ILMN_1707344	0.95	5.93e-01	-0.5519746	-5.89491	-0.04669179		
ILMN_1902925	0.95	5.93e-01	0.5519386	-5.89493	0.04774434		
ILMN_1899701	0.95	5.93e-01	0.5519303	-5.89493	0.04512384		
ILMN_1894153	0.95	5.93e-01	0.5518553	-5.89497	0.0446498		
ILMN_1691772	0.95	5.93e-01	0.5518509	-5.89498	0.05674733	ZSCAN29	zinc finger and SCAN domain containing 29
ILMN_1667183	0.95	5.93e-01	0.5517814	-5.89501	0.0472598	AIFM1	apoptosis inducing factor, mitochondria associated 1
ILMN_1851966	0.95	5.93e-01	0.5517374	-5.89504	0.04850634		
ILMN_1741613	0.95	5.93e-01	0.5517357	-5.89504	0.04697954	SERINC1	serine incorporator 1
ILMN_2091217	0.95	5.93e-01	0.5517117	-5.89505	0.04590413	FAM150A	family with sequence similarity 150 member A
ILMN_1744220	0.95	5.93e-01	0.5517066	-5.89506	0.05078218	KLF17	Kruppel like factor 17
ILMN_1880612	0.95	5.93e-01	-0.5517032	-5.89506	-0.05035938		
ILMN_1755721	0.95	5.93e-01	0.5516541	-5.89508	0.04493284	FAM63A	family with sequence similarity 63 member A
ILMN_1769382	0.95	5.93e-01	0.5516092	-5.89511	0.07236159	KBTBD3	kelch repeat and BTB domain containing 3
ILMN_1747673	0.95	5.93e-01	0.5515874	-5.89512	0.05796747		
ILMN_1686989	0.95	5.93e-01	-0.5515805	-5.89513	-0.06277501	INSIG1	insulin induced gene 1
ILMN_1714813	0.95	5.93e-01	0.5515676	-5.89513	0.04421642		
ILMN_1700666	0.95	5.93e-01	-0.5515237	-5.89516	-0.05732447	OBP2B	odorant binding protein 2B
ILMN_1873385	0.95	5.93e-01	-0.5514829	-5.89518	-0.04302291		
ILMN_1653240	0.95	5.93e-01	0.551447	-5.8952	0.04729505		
ILMN_2278850	0.95	5.93e-01	-0.5514457	-5.8952	-0.04971083	RAB24	RAB24, member RAS oncogene family
ILMN_1661624	0.95	5.93e-01	0.5513962	-5.89523	0.04939815	ARSD	arylsulfatase D
ILMN_1884307	0.95	5.93e-01	0.5513962	-5.89523	0.04527629		
ILMN_2375360	0.95	5.93e-01	0.5513542	-5.89525	0.05521847	COL4A5	collagen type IV alpha 5 chain
ILMN_1881678	0.95	5.93e-01	-0.55134	-5.89526	-0.05124282		
ILMN_1803045	0.95	5.93e-01	-0.5513113	-5.89527	-0.05954317	TUBGCP5	tubulin gamma complex associated protein 5
ILMN_1723886	0.95	5.93e-01	-0.5512954	-5.89528	-0.07909701	ZFP2	ZFP2 zinc finger protein
ILMN_1740601	0.95	5.93e-01	0.5511948	-5.89534	0.052574		
ILMN_1809662	0.95	5.93e-01	0.5511847	-5.89534	0.06624614	MZT1	mitotic spindle organizing protein 1
ILMN_1764320	0.95	5.93e-01	-0.5511378	-5.89537	-0.05571925	C8orf58	chromosome 8 open reading frame 58
ILMN_1654010	0.95	5.93e-01	0.5510746	-5.89541	0.06042074	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
ILMN_1728724	0.95	5.93e-01	-0.55089	-5.89551	-0.06826471	IL17RA	interleukin 17 receptor A
ILMN_1651260	0.95	5.93e-01	-0.5508798	-5.89551	-0.04760949	CCNE2	cyclin E2
ILMN_1869442	0.95	5.93e-01	-0.5508465	-5.89553	-0.06201042		
ILMN_1668535	0.95	5.93e-01	0.5508464	-5.89553	0.05805337	JOSD1	Josephin domain containing 1
ILMN_2258958	0.95	5.93e-01	-0.5508255	-5.89554	-0.04743549	SEPT10	septin 10
ILMN_1880023	0.95	5.93e-01	0.5507941	-5.89556	0.04929475		
ILMN_1837559	0.95	5.93e-01	0.5507477	-5.89559	0.04482794		
ILMN_2091753	0.95	5.93e-01	0.5507114	-5.89561	0.06508919	LANCL3	LanC like 3
ILMN_1766157	0.95	5.93e-01	-0.5506915	-5.89562	-0.05253445	MRVI1	murine retrovirus integration site 1 homolog
ILMN_1726554	0.95	5.93e-01	0.5506856	-5.89562	0.0543601	IREB2	iron responsive element binding protein 2
ILMN_1773307	0.95	5.93e-01	0.5506821	-5.89562	0.05934724	NAP1L5	nucleosome assembly protein 1 like 5
ILMN_1895417	0.95	5.93e-01	0.5506664	-5.89563	0.04744822		
ILMN_1658902	0.95	5.93e-01	-0.5506437	-5.89564	-0.05551641	DEAF1	DEAF1, transcription factor
ILMN_1801366	0.95	5.93e-01	0.5506369	-5.89565	0.04497609	DNASE1L2	deoxyribonuclease 1 like 2
ILMN_1871155	0.95	5.93e-01	0.5506269	-5.89565	0.05366608	LOC105378292	uncharacterized LOC105378292
ILMN_1817715	0.95	5.93e-01	-0.5505977	-5.89567	-0.04879899		
ILMN_1864136	0.95	5.93e-01	0.5505849	-5.89568	0.0440402		
ILMN_1691692	0.95	5.93e-01	0.550584	-5.89568	0.06453545	PDE9A	phosphodiesterase 9A
ILMN_1874593	0.9501	5.94e-01	-0.5504678	-5.89574	-0.05034311		
ILMN_1795018	0.9501	5.94e-01	-0.5504385	-5.89576	-0.05750135	OR7C2	olfactory receptor family 7 subfamily C member 2
ILMN_1726152	0.9501	5.94e-01	-0.5504202	-5.89577	-0.04736192		
ILMN_1826609	0.9501	5.94e-01	-0.5504047	-5.89578	-0.06754092		
ILMN_1661861	0.9501	5.94e-01	0.5503426	-5.89581	0.05258908	CSF2	colony stimulating factor 2
ILMN_1678329	0.9502	5.94e-01	-0.5502492	-5.89586	-0.05224206		
ILMN_1819505	0.9502	5.94e-01	0.5501882	-5.8959	0.0438117		
ILMN_1784706	0.9502	5.94e-01	-0.5501738	-5.8959	-0.09458587	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit
ILMN_1880142	0.9502	5.94e-01	0.5500842	-5.89595	0.04760224		
ILMN_1810191	0.9502	5.94e-01	0.5500674	-5.89596	0.05882916	PLA2G4C	phospholipase A2 group IVC
ILMN_1775956	0.9502	5.94e-01	-0.5500522	-5.89597	-0.0618872	SP5	Sp5 transcription factor
ILMN_2160727	0.9502	5.94e-01	-0.5499347	-5.89604	-0.05527845	CYTH3	cytohesin 3
ILMN_2383229	0.9502	5.94e-01	-0.5499137	-5.89605	-0.05110743	A1CF	APOBEC1 complementation factor
ILMN_1697160	0.9502	5.94e-01	-0.5498735	-5.89607	-0.05758084	TTC7A	tetratricopeptide repeat domain 7A
ILMN_1802542	0.9502	5.94e-01	-0.5498708	-5.89607	-0.04678675		
ILMN_1732189	0.9502	5.94e-01	-0.5498581	-5.89608	-0.04474751	SYCE1	synaptonemal complex central element protein 1
ILMN_1706783	0.9502	5.94e-01	0.5498309	-5.89609	0.05499842	TAGLN	transgelin
